project_id;project_name;description;category;cost;district;votes
245;Plantation d'arbres sur stationnement rue des Fontaines ;💡 L'IDÉE EXPRIMÉE PAR @pierre_godest : Végétaliser la rue des fontaines pour créer une continuité de fraicheur inter-quartiers (bourrasol-casselardit). Planter les arbres dans des fosses de plantation en impactant le stationnement pour créer de grandes fosses avec gestion de l'eau de pluie. Essences résistantes à la sécheresse. Végétalisation des pieds d'arbres. Dés-impermébilisation du stationnement en profitant de la subv. de l'agence de l'eau. Faites preuve d'ambition pour lutter contre les ICU (ilots de chaleurs urbain) !🔎 CE QUE PRÉVOIENT LES SERVICES : Mise en œuvre à étudier car voie contrainte : rue étroite et bâtiments hauts. Jardinières à privilégier.;Nature en ville et biodiversité;100000.0;19 - Casselardit / Fontaine-Bayonne / Cartoucherie;131
262;Quartier Jacobins/ Fermat  limiter la circulation et la vitesse avec un marquage au sol;"💡 L'IDÉE EXPRIMÉE PAR @Ol : Quartier Couvent des Jacobins/ Lycées Fermat Limiter la circulation et la vitesse dans la rue Lakanal ( et rue similaire) a 10km//h grâce à des ralentisseurs. A vocation de
augmenter la sécurité des écoliers, lycéens , badauds et touristes
réduire la pollution atmosphérique pour les habitants
réduire la pollution auditive ( bruit) pour les habitants
🔎 CE QUE PRÉVOIENT LES SERVICES : L'installation de ralentisseurs sur ces voies n'est envisageable car incompatible avec la circulation des personnes à mobilité réduite. En effet, cette rue étant en zone de rencontre (limitée à 20km/h), elle doit permettre la circulation douce sur la chaussée, notamment aux personnes à mobilité réduite dans la mesure où les trottoirs sont étroits.A noter qu'un projet d'aménagement global de requalification de la rue Lakanal et de l'allée Maurice Prin est en cours d'études. De plus, ce secteur devrait être apaisé dès que le contrôle d'accès à l'intersection de la place Anatole France et de la rue Deville sera mis en service (installation concertée dans le cadre du projet d'apaisement du secteur Lois-Rémusat). Enfin, il est à noter que cette rue est aménagée avec un stationnement en chicane afin de réduire la vitesse.Néanmoins, il est proposé de renforcer le marquage au sol avec des logos piétons adaptés aux zones de rencontre.";Éco-mobilité et transports;4000.0;1 - Capitole / Arnaud Bernard / Carmes;50
250;Fontaine d'eau à boire place de la charte des libertés communales;💡 L'IDÉE EXPRIMÉE PAR @jordan_samson : Installation d'une fontaine d'eau place de la charte des libertés communales. Boire de l'eau est un besoin essentiel. Beaucoup d'enfants jouent sur cet espace en plein soleil. Il semble important que cette place soit équipée d'une fontaine afin de permettre une bonne hydratation, de limiter la consommation de boissons sucrées et la production de plastique (et donc de déchets). Installation d'une fontaine à boire en se repiquant sur un des réseaux d'eau potable déjà existant. Environ 5 000€🔎 CE QUE PRÉVOIENT LES SERVICES : Une étude plus approfondie sera réalisée par le service municipal compétent.;Adaptation au changement climatique;20000.0;19 - Casselardit / Fontaine-Bayonne / Cartoucherie;159
403;Végétalisation du parking Bourrassol;💡 L'IDÉE EXPRIMÉE PAR @MLJ : De la peinture blanche et des plots verts limitent les emplacements pour voiture ans plusieurs rues du quartier Bourrassol, mais sont donc des espaces inutilisés et peu esthétiques. Il serait beaucoup plus utile de profiter de ces zones pour retirer le bitume, remettre l'accès à la pleine terre et y semer des fleurs des champs et autres espèces locales de petite taille. Cela permettrait de renforcer la biodiversité, lutter contre les îlots de chaleur et apporterait plus de beauté au quartier.🔎 CE QUE PRÉVOIENT LES SERVICES :   Un projet de débitumisation pourrait se réaliser sur le parking existant en entrée de rue.Des arbres et des fleurs pourraient être plantés sur le parking situé en fond de parcelle, dans la continuité de ceux existants sur l'aire de jeux, et viendrait créer un espace libre végétalisé, en retrait de la voie. Ce projet pourrait supprimer environ 19 places de stationnement.Les places de stationnement maintenues au droit de la rue de Bourrassol au nombre de 27 (dont 2 PMR et 2 réservés à la charge de véhicules électriques) pourraient être débitumisées et être revêtues de dalles alvéolaires engazonnées, de pavés drainants enherbés...La proposition de végétalisation n'est pas retenue sur les rues du quartier Bourrassol car ce projet serait trop conséquent (les places de stationnement étant simplement marquées sur la chaussée, ne sont pas protégées), dans le cadre du buget alloué au budget participatif et les arbres représenteraient un obstacle sur la chaussée.;Nature en ville et biodiversité;250000.0;6 - Saint-Cyprien;48
365;Aménagement du petit bois de Bagatelle;💡 L'IDÉE EXPRIMÉE PAR @SAM : Il serait nécessaire de rajouter des bancs et des chaises au Parc Bagatelle 2.🔎 CE QUE PRÉVOIENT LES SERVICES : Mise en place de mobilier (bancs, tables de pique-nique...) dans le petit bois de bagatelle pour créer un espace de repos.;Cadre de vie;20000.0;16 - Fontaine-Lestang / Arènes / Bagatelle / Papus / Tabar / Bordelongue / Mermoz / La Faourette;34
237;Parcours santé sportif;💡 L'IDÉE EXPRIMÉE PAR @momo_2 : Aménager le jardin public qui est à côté de l'Ehpad Françoise de Veyrinas. Je propose que l'on réalise un petit parcours santé sportif à coté de l'aire de jeux. Les habitants notamment les seniors pourront améliorer leur hygiène de vie en exerçant une activité sportive. Ce parcours de forme peut comprendre plusieurs installations : vélo elliptique, bar dorsaux…🔎 CE QUE PRÉVOIENT LES SERVICES : Installer des modules types stretching ou cardio-training adaptés au public Seniors en complément de l'existant.Site d'implantation à déterminer, l'espace de l'aire de jeux étant trop contraint pour cet équipement.;Cadre de vie;20000.0;18 - Lardenne / Pradettes / Basso-Cambo;53
328;Chemin de la Terrasse : favoriser la cohabitation motorisé et cycliste;"💡 L'IDÉE EXPRIMÉE PAR @2P2R : Supprimer le Terre-Plein Central, tracer des bandes cyclables seraient contre-productif : la vitesse des motorisées deviendrait plus élevé du fait de la largeur des chaussées. Cette voirie deviendrait une ""avenue Gonin"" / ""rue Védrines"" / ""avenue Didier Daurat"" ""bis"". Proposition: tracer des chevrons vélos en centre de la chaussée pour légimiter les cyclistes et utiliser quelques surlargeurs pour permettre le dépassement des motorisés Reference : https://velobs.2p2r.org/index.php?id=812🔎 CE QUE PRÉVOIENT LES SERVICES : L'ajout de logos vélos et de double chevrons non pas au centre de la rue mais à 1,50m de la bordure de trottoir reste possible.";Éco-mobilité et transports;20000.0;12 - Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère;96
229;Stop aux moustiques, passons aux pièges quartier Lalande;💡 L'IDÉE EXPRIMÉE PAR @sylvie : Les moustiques sont un danger pour la santé publique et nous empêchent de profiter de nos extérieurs. Installation de pièges pondoirs sur le quartier de LALANDE pour lutter contre les moustiques tigres. Les pièges pondoirs stoppent la prolifération (ponte) et capturent les moustiques tigres. Spécifiques à cette espèce, cette solution intervient sur une étape clé et incontournable du cycle de vie du moustique tigre. Essayons de profiter de nos jardins et de notre belle ville rose. Merci à tous.🔎 CE QUE PRÉVOIENT LES SERVICES : Accord de principe du pôle de l’animal dans la Ville. Le type de d’équipement, leur nombre et leur emplacement seront étudiés dans le délai imparti de la réalisation de l’idée à savoir 2 ans à compter du vote.Les sites privilégiés sont les équipements publics (écoles, crèches, parcs) plutôt clos car les dispositifs (pièges) sont souvent volés ou détériorés.;Nature en ville et biodiversité;1000.0;7 - Sept Deniers / Ginestous-Sesquières / Lalande;116
333;Rénovation skatepark Rangueil;💡 L'IDÉE EXPRIMÉE PAR @maxence_bournat : Nous sommes un groupe de skateurs et nous souhaitons l’ajout de modules et la rénovation complète du skatepark de Rangueil. Il est très fréquenté. C’est un lieu qui permet à tous de se réunir, habitants du quartier, ou venant de quartiers plus éloignés pour l’ambiance à Rangueil. C’est aussi un lieu de vie où nous croisons des jeunes de tout horizon, pour échanger et partager son savoir,... Avec le temps et l’utilisation accrue, les rampes sont dégradées, cela augmentent le risque de blessures.🔎 CE QUE PRÉVOIENT LES SERVICES : Le skatepark est en très mauvais état et nécessite une rénovation. Toutefois la plateforme étant déjà existante, le montant de l'idée reste dans l'enveloppe déterminée par idée du budget participatif 2023.;Cadre de vie;150000.0;13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville;366
368;Mise en place d'un parcours sportif dans le parc à proximité de l'école Bourliaguet;💡 L'IDÉE EXPRIMÉE PAR @Sergio.DS : Pour les personnes voulant pratiquer le sport dans le quartier, il serait nécessaire d'installer un parcours sportif dans le parc à côté de l'école Bourliaguet.🔎 CE QUE PRÉVOIENT LES SERVICES : Implantation d'agrès sportifs variés dans le parc à proximité de l'école Bourliaguet.;Cadre de vie;30000.0;17 - Mirail-Université / Reynerie / Bellefontaine;27
